date,symbol,desc,group,dt,pproc,method,price,predict,target,error,etime
2024-03-08T09:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,526,512.36,523.5,11.14,0.1909
2024-03-08T10:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,522.64,516.9,532.42,15.52,0.3202
2024-03-11T08:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,523.5,513.99,541.25,27.26,0.3202
2024-03-11T09:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,532.42,529.18,541.67,12.49,0.3397
2024-03-12T08:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,541.25,528.86,536.75,7.89,0.3397
2024-03-12T09:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,541.67,538.96,531.62,-7.34,0.3105
2024-03-13T08:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,536.75,539.54,528.25,-11.29,0.3105
2024-03-13T09:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,531.62,536.87,527.22,-9.65,0.3152
2024-03-14T08:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,528.25,537.82,526.75,-11.07,0.3152
2024-03-14T09:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,527.22,530.22,525.59,-4.63,0.2419
2024-03-15T08:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,526.75,530.1,527,-3.1,0.2419
2024-03-15T09:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,525.59,524.11,533.34,9.23,0.3111
2024-03-18T08:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,527,522.8,539,16.2,0.3111
2024-03-18T09:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,533.34,530.59,538.77,8.18,0.2994
2024-03-19T08:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,539,530.54,537,6.46,0.2994
2024-03-19T09:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,538.77,537.5,538.49,0.99,0.3031
2024-03-20T08:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,537,538.28,540.25,1.97,0.3031
2024-03-20T09:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,538.49,542.31,539.19,-3.12,0.3182
2024-03-21T08:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,540.25,542.85,539.5,-3.35,0.3182
2024-03-21T09:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,539.19,542.96,544.84,1.88,0.1512
2024-03-22T08:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,539.5,543.87,549.5,5.63,0.1512
2024-03-22T09:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,544.84,547,547.69,0.69,0.3476
2024-03-25T08:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,549.5,548.55,542.75,-5.8,0.3476
2024-03-25T09:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,547.69,548.47,539.36,-9.11,0.3163
2024-03-26T08:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,542.75,550.03,538.5,-11.53,0.3163
2024-03-26T09:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,539.36,542.18,540.2,-1.98,0.3162
2024-03-27T08:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,538.5,542.33,544.5,2.17,0.3162
2024-03-27T09:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,540.2,543.98,541.14,-2.84,0.5279
2024-03-28T08:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,544.5,544.27,544.5,0.23,0.5279
2024-03-27T09:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,541.14,544.13,546.21,2.08,0.5938
2024-03-28T08:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,544.5,544.44,547.25,2.81,0.5938
2024-03-28T09:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,546.21,546.4,549.41,3.01,0.4942
2024-04-01T08:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,547.25,546.85,554.5,7.65,0.4942
2024-04-01T09:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,549.41,549.8,NA,NA,0.5792
2024-04-02T08:00:00Z,1WK24,May Wheat,actual,l,none,mstl3,554.5,550.53,NA,NA,0.5792
2024-02-02T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,601.2,598.38,594.84,-3.54,0.3931
2024-02-05T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,596,597.85,596.75,-1.1,0.3931
2024-02-05T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,594.84,598.02,598.95,0.93,0.4256
2024-02-06T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,596.75,597.41,598.5,1.09,0.4256
2024-02-06T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,598.95,594.96,593.95,-1.01,0.363
2024-02-07T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,598.5,594.84,590,-4.84,0.363
2024-02-07T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,593.95,592.63,590.88,-1.75,0.3601
2024-02-08T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,590,592.84,592.75,-0.09,0.3601
2024-02-08T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,590.88,590.84,591.6,0.76,0.425
2024-02-09T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,592.75,589.48,590.75,1.27,0.425
2024-02-09T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,591.6,588.79,593.27,4.48,0.34
2024-02-12T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,590.75,589.83,593.75,3.92,0.34
2024-02-12T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,593.27,591.35,587.07,-4.28,0.3081
2024-02-13T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,593.75,589.15,577.75,-11.4,0.3081
2024-02-13T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,587.07,582.04,571.11,-10.93,0.4096
2024-02-14T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,577.75,579.37,566,-13.37,0.4096
2024-02-14T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,571.11,566.6,560.37,-6.23,0.3623
2024-02-15T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,566,559.21,555,-4.21,0.3623
2024-02-15T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,560.37,549.87,551.7,1.83,0.3653
2024-02-16T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,555,546.16,553.5,7.34,0.3653
2024-02-16T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,551.7,547.08,561.9,14.82,0.3331
2024-02-20T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,553.5,549.16,571,21.84,0.3331
2024-02-20T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,561.9,560.05,574.84,14.79,0.3508
2024-02-21T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,571,564.69,574.5,9.81,0.3508
2024-02-21T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,574.84,574.05,572.25,-1.8,0.3948
2024-02-22T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,574.5,577.58,568,-9.58,0.3948
2024-02-22T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,572.25,576.31,562.21,-14.1,0.3778
2024-02-23T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,568,572.59,560,-12.59,0.3778
2024-02-23T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,562.21,564.84,565.14,0.3,0.3252
2024-02-26T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,560,560.98,571.5,10.52,0.3252
2024-02-26T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,565.14,564.12,572.73,8.61,0.316
2024-02-27T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,571.5,563.37,571.5,8.13,0.316
2024-02-27T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,572.73,570.53,571.2,0.67,0.3245
2024-02-28T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,571.5,575.87,569,-6.87,0.3245
2024-02-28T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,571.2,572.27,562.28,-9.99,0.3719
2024-02-29T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,569,569.21,555.5,-13.71,0.3719
2024-02-29T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,562.28,560.33,553.17,-7.16,0.3523
2024-03-01T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,555.5,557.34,553,-4.34,0.3523
2024-03-01T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,553.17,549.72,551.37,1.65,0.3567
2024-03-04T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,553,544.74,546.25,1.51,0.3567
2024-03-04T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,551.37,541.71,537.32,-4.39,0.3488
2024-03-05T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,546.25,540.73,529.5,-11.23,0.3488
2024-03-05T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,537.32,530.95,527.26,-3.69,0.3682
2024-03-06T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,529.5,528.74,528,-0.74,0.3682
2024-03-06T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,527.26,522.47,528,5.53,0.328
2024-03-07T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,528,519.74,526,6.26,0.328
2024-03-07T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,528,518.47,522.64,4.17,0.3624
2024-03-08T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,526,518.9,523.5,4.6,0.3624
2024-03-08T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,522.64,522.81,532.42,9.61,0.3277
2024-03-11T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,523.5,526.13,541.25,15.12,0.3277
2024-03-11T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,532.42,534.75,541.67,6.92,0.3861
2024-03-12T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,541.25,538.52,536.75,-1.77,0.3861
2024-03-12T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,541.67,538.98,531.62,-7.36,0.298
2024-03-13T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,536.75,539.47,528.25,-11.22,0.298
2024-03-13T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,531.62,536.5,527.22,-9.28,0.307
2024-03-14T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,528.25,532.58,526.75,-5.83,0.307
2024-03-14T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,527.22,525.98,525.59,-0.39,0.3557
2024-03-15T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,526.75,523.9,527,3.1,0.3557
2024-03-15T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,525.59,523.53,533.34,9.81,0.3184
2024-03-18T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,527,525.35,539,13.65,0.3184
2024-03-18T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,533.34,533.39,538.77,5.38,0.4405
2024-03-19T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,539,535.14,537,1.86,0.4405
2024-03-19T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,538.77,539.65,538.49,-1.16,0.2815
2024-03-20T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,537,541.76,540.25,-1.51,0.2815
2024-03-20T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,538.49,543.1,539.19,-3.91,0.3574
2024-03-21T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,540.25,541,539.5,-1.5,0.3574
2024-03-21T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,539.19,541.19,544.84,3.65,0.3129
2024-03-22T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,539.5,541.4,549.5,8.1,0.3129
2024-03-22T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,544.84,547.3,547.69,0.39,0.3414
2024-03-25T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,549.5,548.31,542.75,-5.56,0.3414
2024-03-25T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,547.69,546.51,539.36,-7.15,0.318
2024-03-26T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,542.75,547.04,538.5,-8.54,0.318
2024-03-26T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,539.36,542.54,540.2,-2.34,0.3669
2024-03-27T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,538.5,539.81,544.5,4.69,0.3669
2024-03-27T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,540.2,540.72,541.14,0.42,0.3254
2024-03-28T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,544.5,541.33,544.5,3.17,0.3254
2024-03-27T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,541.14,540.36,546.21,5.85,0.4782
2024-03-28T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,544.5,540.36,547.25,6.89,0.4782
2024-03-28T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,546.21,545.13,549.41,4.28,0.3555
2024-04-01T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,547.25,547.38,554.5,7.12,0.3555
2024-04-01T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,549.41,556.02,NA,NA,0.3503
2024-04-02T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma1,554.5,560.12,NA,NA,0.3503
2024-02-02T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,601.2,598.9,594.84,-4.06,0.695
2024-02-05T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,596,597.58,596.75,-0.83,0.695
2024-02-05T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,594.84,597.86,598.95,1.09,0.6363
2024-02-06T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,596.75,597.65,598.5,0.85,0.6363
2024-02-06T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,598.95,594.96,593.95,-1.01,0.6255
2024-02-07T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,598.5,594.84,590,-4.84,0.6255
2024-02-07T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,593.95,592.95,590.88,-2.07,0.6094
2024-02-08T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,590,592.92,592.75,-0.17,0.6094
2024-02-08T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,590.88,590.61,591.6,0.99,0.5872
2024-02-09T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,592.75,589.36,590.75,1.39,0.5872
2024-02-09T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,591.6,589.52,593.27,3.75,0.5224
2024-02-12T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,590.75,589.91,593.75,3.84,0.5224
2024-02-12T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,593.27,591.51,587.07,-4.44,0.5348
2024-02-13T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,593.75,589.45,577.75,-11.7,0.5348
2024-02-13T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,587.07,581.9,571.11,-10.79,0.6804
2024-02-14T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,577.75,579.07,566,-13.07,0.6804
2024-02-14T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,571.11,566.33,560.37,-5.96,0.8449
2024-02-15T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,566,559.23,555,-4.23,0.8449
2024-02-15T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,560.37,549.85,551.7,1.85,0.5845
2024-02-16T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,555,546.09,553.5,7.41,0.5845
2024-02-16T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,551.7,547.02,561.9,14.88,0.5597
2024-02-20T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,553.5,549.42,571,21.58,0.5597
2024-02-20T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,561.9,560.53,574.84,14.31,0.61
2024-02-21T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,571,565.03,574.5,9.47,0.61
2024-02-21T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,574.84,573.95,572.25,-1.7,0.671
2024-02-22T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,574.5,577.5,568,-9.5,0.671
2024-02-22T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,572.25,576.11,562.21,-13.9,0.6539
2024-02-23T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,568,572.75,560,-12.75,0.6539
2024-02-23T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,562.21,565,565.14,0.14,0.5177
2024-02-26T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,560,560.63,571.5,10.87,0.5177
2024-02-26T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,565.14,564.23,572.73,8.5,0.5627
2024-02-27T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,571.5,563.85,571.5,7.65,0.5627
2024-02-27T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,572.73,570.47,571.2,0.73,0.5564
2024-02-28T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,571.5,575.64,569,-6.64,0.5564
2024-02-28T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,571.2,572.27,562.28,-9.99,0.5276
2024-02-29T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,569,569.33,555.5,-13.83,0.5276
2024-02-29T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,562.28,560.46,553.17,-7.29,0.574
2024-03-01T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,555.5,557.3,553,-4.3,0.574
2024-03-01T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,553.17,550.13,551.37,1.24,0.5431
2024-03-04T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,553,544.97,546.25,1.28,0.5431
2024-03-04T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,551.37,541.46,537.32,-4.14,0.5096
2024-03-05T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,546.25,540.77,529.5,-11.27,0.5096
2024-03-05T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,537.32,531.08,527.26,-3.82,0.583
2024-03-06T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,529.5,528.51,528,-0.51,0.583
2024-03-06T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,527.26,522.26,528,5.74,0.5611
2024-03-07T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,528,519.92,526,6.08,0.5611
2024-03-07T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,528,518.59,522.64,4.05,0.5813
2024-03-08T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,526,519.04,523.5,4.46,0.5813
2024-03-08T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,522.64,522.9,532.42,9.52,0.5625
2024-03-11T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,523.5,526.24,541.25,15.01,0.5625
2024-03-11T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,532.42,534.58,541.67,7.09,0.6217
2024-03-12T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,541.25,538.23,536.75,-1.48,0.6217
2024-03-12T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,541.67,538.98,531.62,-7.36,0.5056
2024-03-13T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,536.75,539.47,528.25,-11.22,0.5056
2024-03-13T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,531.62,536.34,527.22,-9.12,0.513
2024-03-14T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,528.25,532.94,526.75,-6.19,0.513
2024-03-14T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,527.22,525.77,525.59,-0.18,0.564
2024-03-15T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,526.75,523.65,527,3.35,0.564
2024-03-15T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,525.59,523.69,533.34,9.65,0.5774
2024-03-18T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,527,525.39,539,13.61,0.5774
2024-03-18T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,533.34,533.24,538.77,5.53,0.6733
2024-03-19T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,539,535.43,537,1.57,0.6733
2024-03-19T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,538.77,539.7,538.49,-1.21,0.5225
2024-03-20T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,537,541.95,540.25,-1.7,0.5225
2024-03-20T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,538.49,543.1,539.19,-3.91,0.6184
2024-03-21T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,540.25,541,539.5,-1.5,0.6184
2024-03-21T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,539.19,541.32,544.84,3.52,0.5964
2024-03-22T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,539.5,541.49,549.5,8.01,0.5964
2024-03-22T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,544.84,547.33,547.69,0.36,0.5894
2024-03-25T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,549.5,548.22,542.75,-5.47,0.5894
2024-03-25T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,547.69,546.51,539.36,-7.15,0.5397
2024-03-26T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,542.75,547.04,538.5,-8.54,0.5397
2024-03-26T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,539.36,542.44,540.2,-2.24,0.5815
2024-03-27T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,538.5,539.85,544.5,4.65,0.5815
2024-03-27T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,540.2,540.86,541.14,0.28,0.5778
2024-03-28T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,544.5,541.37,544.5,3.13,0.5778
2024-03-27T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,541.14,540.47,546.21,5.74,0.6224
2024-03-28T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,544.5,540.32,547.25,6.93,0.6224
2024-03-28T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,546.21,545.22,549.41,4.19,0.5621
2024-04-01T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,547.25,547.35,554.5,7.15,0.5621
2024-04-01T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,549.41,556.1,NA,NA,0.5915
2024-04-02T08:00:00Z,1WK24,May Wheat,actual,l,none,zlma2,554.5,560.06,NA,NA,0.5915
2024-02-02T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,601.2,599.02,594.84,-4.18,0.5397
2024-02-05T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,596,597.55,596.75,-0.8,0.5397
2024-02-05T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,594.84,597.74,598.95,1.21,0.6024
2024-02-06T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,596.75,598.3,598.5,0.2,0.6024
2024-02-06T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,598.95,594.46,593.95,-0.51,0.6553
2024-02-07T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,598.5,594.05,590,-4.05,0.6553
2024-02-07T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,593.95,592.67,590.88,-1.79,0.6336
2024-02-08T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,590,592.72,592.75,0.03,0.6336
2024-02-08T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,590.88,590.61,591.6,0.99,0.6541
2024-02-09T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,592.75,589.66,590.75,1.09,0.6541
2024-02-09T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,591.6,589.77,593.27,3.5,0.4559
2024-02-12T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,590.75,589.75,593.75,4,0.4559
2024-02-12T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,593.27,590.71,587.07,-3.64,0.5926
2024-02-13T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,593.75,589.98,577.75,-12.23,0.5926
2024-02-13T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,587.07,581.35,571.11,-10.24,0.5871
2024-02-14T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,577.75,578.97,566,-12.97,0.5871
2024-02-14T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,571.11,566.35,560.37,-5.98,0.5247
2024-02-15T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,566,559.54,555,-4.54,0.5247
2024-02-15T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,560.37,549.77,551.7,1.93,0.521
2024-02-16T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,555,546.41,553.5,7.09,0.521
2024-02-16T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,551.7,548.06,561.9,13.84,0.7046
2024-02-20T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,553.5,549.76,571,21.24,0.7046
2024-02-20T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,561.9,560.43,574.84,14.41,0.5172
2024-02-21T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,571,564.84,574.5,9.66,0.5172
2024-02-21T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,574.84,574.23,572.25,-1.98,0.5413
2024-02-22T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,574.5,577.29,568,-9.29,0.5413
2024-02-22T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,572.25,575.81,562.21,-13.6,0.5447
2024-02-23T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,568,573.48,560,-13.48,0.5447
2024-02-23T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,562.21,566.08,565.14,-0.94,0.4762
2024-02-26T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,560,561.01,571.5,10.49,0.4762
2024-02-26T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,565.14,564.67,572.73,8.06,0.481
2024-02-27T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,571.5,563.36,571.5,8.14,0.481
2024-02-27T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,572.73,569.91,571.2,1.29,0.5
2024-02-28T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,571.5,575.6,569,-6.6,0.5
2024-02-28T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,571.2,571.59,562.28,-9.31,0.5343
2024-02-29T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,569,569.74,555.5,-14.24,0.5343
2024-02-29T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,562.28,560.33,553.17,-7.16,0.6096
2024-03-01T09:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,555.5,557.49,553,-4.49,0.6096
2024-03-01T10:00:00Z,1WK24,May Wheat,actual,l,none,zlma3,553.17,550.19,551.37,1.18,0.5517
