symbol,tsys,hadj,ladj,bsc,date,dir,bors,mls,type,pos,price,filled,quant,riskmm
COST,M1,-0.35,-0.25,Buy,24-03-14,-1,Sell,Stop,PSA,1,717.5,FALSE,1,NA
COST,M1,-0.35,-0.25,Buy,24-03-15,-1,Sell,Stop,Target,0,731.25,TRUE,1,NA
COST,M1,-0.35,-0.25,Buy,24-03-15,-1,Sell,Stop,PSA,1,721.25,FALSE,1,NA
COST,M1,-0.35,-0.25,Buy,24-03-18,1,Buy,Stop,Entry,1,728.5,TRUE,1,9.92
COST,M1,-0.35,-0.25,Buy,24-03-18,1,Sell,Stop,Target,1,737,FALSE,1,NA
COST,M1,-0.35,-0.25,Buy,24-03-18,1,Sell,Stop,PSI,1,726.02,FALSE,1,NA
COST,M1,-0.35,-0.25,Buy,24-03-19,1,Sell,Stop,Target,0,735.25,TRUE,1,NA
COST,M1,-0.35,-0.25,Buy,24-03-19,1,Sell,Stop,PSA,1,728.5,FALSE,1,NA
COST,M1,-0.35,-0.25,Buy,24-03-20,1,Buy,Stop,Entry,1,729.5,TRUE,1,1.48
COST,M1,-0.35,-0.25,Buy,24-03-20,1,Sell,Stop,Target,1,734.25,FALSE,1,NA
COST,M1,-0.35,-0.25,Buy,24-03-20,1,Sell,Stop,PSI,1,729.13,FALSE,1,NA
COST,M1,-0.35,-0.25,Buy,24-03-21,-1,Sell,Stop,Target,1,737.25,FALSE,1,NA
COST,M1,-0.35,-0.25,Buy,24-03-21,-1,Sell,Stop,PSA,1,730,FALSE,1,NA
COST,M1,-0.35,-0.25,Buy,24-03-22,-1,Sell,Stop,Target,1,745.75,FALSE,1,NA
COST,M1,-0.35,-0.25,Buy,24-03-22,-1,Sell,Stop,PSA,1,735.75,FALSE,1,NA
COST,M1,-0.35,-0.25,Buy,24-03-25,-1,Sell,Stop,Target,1,748.5,FALSE,1,NA
COST,M1,-0.35,-0.25,Buy,24-03-25,-1,Sell,Stop,PSA,1,738.25,FALSE,1,NA
COST,M1,-0.35,-0.25,Buy,24-03-26,-1,Sell,Stop,Target,1,742.25,FALSE,1,NA
COST,M1,-0.35,-0.25,Buy,24-03-26,-1,Sell,Stop,PSA,1,732,FALSE,1,NA
COST,M1,-0.35,-0.25,Buy,24-03-27,-1,Sell,Stop,Target,0,735,TRUE,1,NA
COST,M1,-0.35,-0.25,Buy,24-03-27,-1,Sell,Stop,PSA,1,729.5,FALSE,1,NA
COST,M1,-0.35,-0.25,Buy,24-03-28,-1,Buy,Stop,Entry,0,725.25,FALSE,1,NA
COST,M1,-0.35,-0.25,Buy,24-03-29,NA,Buy,Stop,Entry,0,725,FALSE,1,NA
