symbol,tsys,tsrow,bsc,hadj,ladj,win,lose,plmm,pldol,riskmm,pos
COST,M1,1,Buy,-0.5,0.15,3,0,63,3150,2,0
COST,M1,1,Buy,0.3,-0.3,4,0,62.75,3137.5,1.48,0
COST,M1,1,Buy,-0.45,0.15,3,0,62.75,3137.5,2,0
COST,M1,1,Buy,-0.45,-0.05,4,1,62.75,3137.5,1.6,0
COST,M1,1,Buy,0.35,-0.15,2,0,62.5,3125,2.48,1
COST,M1,1,Buy,0.45,-0.1,1,0,62.25,3112.5,10.92,1
COST,M1,1,Buy,0.15,-0.1,5,0,62.25,3112.5,0.68,0
COST,M1,1,Buy,0.15,-0.35,6,0,62.25,3112.5,1.48,0
COST,M1,1,Buy,-0.4,0,4,0,62.25,3112.5,0.6,0
COST,M1,1,Buy,-0.45,-0.1,4,1,62.25,3112.5,1.6,0
COST,M1,1,Buy,0.4,0.1,3,0,62,3100,3.52,1
COST,M1,1,Buy,0.4,-0.15,3,0,62,3100,2.48,1
COST,M1,1,Buy,0.4,-0.35,3,0,62,3100,1.48,1
COST,M1,1,Buy,-0.45,-0.15,4,1,62,3100,1.6,0
COST,M1,1,Buy,0.5,-0.15,1,0,61.5,3075,10.92,1
COST,M1,1,Buy,0.3,0.1,4,0,61.5,3075,5.48,0
COST,M1,1,Buy,0.3,-0.35,4,0,61.5,3075,1.48,0
COST,M1,1,Buy,0.1,-0.1,6,0,61.5,3075,0.68,0
COST,M1,1,Buy,-0.4,-0.05,4,0,61.5,3075,1.6,0
COST,M1,1,Buy,0.2,-0.1,6,0,61.25,3062.5,0.68,0
COST,M1,1,Buy,0.15,-0.4,6,0,61.25,3062.5,0.48,0
COST,M1,1,Buy,0.1,-0.35,7,0,61.25,3062.5,1.48,0
COST,M1,1,Buy,-0.45,-0.2,4,1,61.25,3062.5,2,0
COST,M1,1,Buy,0.35,-0.2,2,0,61,3050,2.48,1
COST,M1,1,Buy,0.3,0.05,4,0,61,3050,4.48,0
COST,M1,1,Buy,-0.4,-0.1,4,0,61,3050,1.6,0
COST,M1,1,Buy,-0.5,-0.5,4,0,61,3050,2.12,0
COST,M1,1,Buy,0.45,-0.15,1,0,60.75,3037.5,10.92,1
COST,M1,1,Buy,0.25,-0.35,5,0,60.75,3037.5,1.48,0
COST,M1,1,Buy,0.1,-0.15,6,0,60.75,3037.5,1.28,0
COST,M1,1,Buy,-0.45,-0.25,4,1,60.75,3037.5,2,0
COST,M1,1,Buy,0.3,-0.4,4,0,60.5,3025,0.48,0
COST,M1,1,Buy,-0.4,-0.15,4,0,60.5,3025,1.6,0
COST,M1,1,Buy,0.4,0.05,3,0,60.25,3012.5,4.48,1
COST,M1,1,Buy,-0.5,0.05,3,1,60.25,3012.5,0.6,0
COST,M1,1,Buy,0.3,0,4,0,60,3000,4.48,0
COST,M1,1,Buy,-0.45,-0.3,4,1,60,3000,2,0
COST,M1,1,Buy,0.5,-0.2,1,0,59.75,2987.5,9.92,1
COST,M1,1,Buy,-0.4,-0.2,4,0,59.75,2987.5,2.6,0
COST,M1,1,Buy,0.4,-0.2,3,0,59.5,2975,2.48,1
COST,M1,1,Buy,0.3,-0.05,4,0,59.5,2975,3.48,0
COST,M1,1,Buy,0.2,0.1,5,0,59.5,2975,5.48,0
COST,M1,1,Buy,0.1,0.1,5,0,59.5,2975,5.48,0
COST,M1,1,Buy,-0.5,0,3,1,59.5,2975,0.6,0
COST,M1,1,Buy,-0.3,-0.1,8,0,59.25,2962.5,0.68,0
COST,M1,1,Buy,-0.45,-0.35,4,1,59.25,2962.5,2,0
COST,M1,1,Buy,0.45,-0.2,1,0,59,2950,9.92,1
COST,M1,1,Buy,0.4,-0.4,3,0,59,2950,0.48,1
COST,M1,1,Buy,0.35,0.2,2,0,59,2950,0.64,1
COST,M1,1,Buy,0.25,-0.4,5,0,59,2950,0.48,0
COST,M1,1,Buy,0.3,-0.1,4,0,58.75,2937.5,0.68,0
COST,M1,1,Buy,0.2,-0.25,7,0,58.75,2937.5,0.16,0
COST,M1,1,Buy,0.1,-0.2,6,0,58.75,2937.5,2.48,0
COST,M1,1,Buy,-0.45,-0.4,4,1,58.75,2937.5,2,0
COST,M1,1,Buy,-0.5,-0.05,3,1,58.75,2937.5,1.6,0
COST,M1,1,Buy,0.5,0.2,1,0,58.25,2912.5,0.64,1
COST,M1,1,Buy,0.5,-0.25,1,0,58.25,2912.5,2.36,1
COST,M1,1,Buy,0.4,0,3,0,58.25,2912.5,4.48,1
COST,M1,1,Buy,-0.3,-0.05,8,0,58.25,2912.5,1.6,0
COST,M1,1,Buy,-0.35,-0.45,6,0,58.25,2912.5,0.48,0
COST,M1,1,Buy,-0.5,-0.1,3,1,58.25,2912.5,1.6,0
COST,M1,1,Buy,-0.5,-0.15,3,1,58,2900,1.6,0
COST,M1,1,Buy,0.45,0.2,1,0,57.5,2875,0.64,1
COST,M1,1,Buy,0.45,-0.25,1,0,57.5,2875,2.36,1
COST,M1,1,Buy,-0.3,0.05,7,0,57.5,2875,0.6,0
COST,M1,1,Buy,0.15,-0.15,5,0,57.25,2862.5,1.6,0
COST,M1,1,Buy,-0.3,0,7,0,57.25,2862.5,0.6,0
COST,M1,1,Buy,-0.5,-0.2,3,1,57,2850,2,0
COST,M1,1,Buy,0.2,-0.3,7,0,56.75,2837.5,1.48,0
COST,M1,1,Buy,0.5,-0.3,1,0,56.5,2825,4.36,1
COST,M1,1,Buy,0.25,-0.15,5,0,56.5,2825,2.48,0
COST,M1,1,Buy,0.15,-0.2,5,0,56.5,2825,2.48,0
COST,M1,1,Buy,-0.5,-0.25,4,0,56.5,2825,2,0
COST,M1,1,Buy,0.4,-0.05,3,0,56.25,2812.5,3.48,1
COST,M1,1,Buy,0.15,0.1,4,0,56.25,2812.5,5.48,0
COST,M1,1,Buy,0.45,-0.3,1,0,55.75,2787.5,4.36,1
COST,M1,1,Buy,-0.3,-0.15,7,0,55.75,2787.5,1.6,0
COST,M1,1,Buy,-0.3,-0.2,7,0,55.75,2787.5,2.48,0
COST,M1,1,Buy,-0.5,-0.3,4,0,55.75,2787.5,2,0
COST,M1,1,Buy,0.5,-0.35,1,0,55,2750,7.36,1
COST,M1,1,Buy,0.25,-0.2,5,0,55,2750,2.48,0
COST,M1,1,Buy,-0.35,-0.5,6,0,55,2750,2.12,0
COST,M1,1,Buy,-0.5,-0.35,4,0,55,2750,2,0
COST,M1,1,Buy,0.4,-0.45,2,0,54.75,2737.5,0.48,1
COST,M1,1,Buy,-0.5,-0.4,4,0,54.5,2725,2,0
COST,M1,1,Buy,0.45,-0.35,1,0,54.25,2712.5,7.36,1
COST,M1,1,Buy,0.25,0.15,4,0,54.25,2712.5,2,0
COST,M1,1,Buy,0.2,-0.35,7,0,54.25,2712.5,1.48,0
COST,M1,1,Buy,-0.35,0.15,4,0,54.25,2712.5,1.52,0
COST,M1,1,Buy,0.35,-0.45,2,0,53.75,2687.5,0.48,1
COST,M1,1,Buy,0.3,-0.15,4,0,53.75,2687.5,2.48,0
COST,M1,1,Buy,0.1,-0.4,7,0,53.75,2687.5,0.48,0
COST,M1,1,Buy,0.5,-0.4,1,0,53.5,2675,10.36,1
COST,M1,1,Buy,0.4,-0.5,2,0,53.25,2662.5,2.12,1
COST,M1,1,Buy,0.3,-0.2,4,0,53.25,2662.5,2.48,0
COST,M1,1,Buy,0.2,-0.15,6,0,53.25,2662.5,1.6,0
COST,M1,1,Buy,-0.35,0.1,5,0,53,2650,3.52,0
COST,M1,1,Buy,0.45,-0.4,1,0,52.75,2637.5,10.36,1
COST,M1,1,Buy,0.2,-0.4,7,0,52.5,2625,0.48,0
COST,M1,1,Buy,-0.05,0.15,4,0,52.5,2625,2,0
COST,M1,1,Buy,0.35,-0.5,2,0,52.25,2612.5,2.12,1
COST,M1,1,Buy,-0.3,-0.5,8,0,51.75,2587.5,2.12,0
COST,M1,1,Buy,0.5,0.25,1,0,51.5,2575,0.72,1
COST,M1,1,Buy,0.4,0.2,3,0,51.5,2575,0.52,1
COST,M1,1,Buy,0.2,-0.2,6,0,51.5,2575,2.48,0
COST,M1,1,Buy,0.5,0.45,2,0,51.25,2562.5,1.4,1
COST,M1,1,Buy,0.45,0.25,1,0,50.75,2537.5,0.72,1
COST,M1,1,Buy,-0.5,0.2,3,0,50.5,2525,0.64,0
COST,M1,1,Buy,0.5,0.5,2,0,50.25,2512.5,5.4,1
COST,M1,1,Buy,0,0.15,4,0,50.25,2512.5,2,0
COST,M1,1,Buy,-0.45,0.2,3,0,50.25,2512.5,0.64,0
COST,M1,1,Buy,-0.3,-0.45,7,0,50,2500,0.48,0
COST,M1,1,Buy,-0.4,-0.45,4,0,50,2500,4.6,0
COST,M1,1,Buy,0.45,0.45,2,0,49.5,2475,1.4,1
COST,M1,1,Buy,-0.4,-0.5,4,0,48.75,2437.5,4.6,0
COST,M1,1,Buy,0.45,0.5,2,0,48.5,2425,5.4,1
COST,M1,1,Buy,0.3,0.15,3,0,47.75,2387.5,2,0
COST,M1,1,Buy,0.05,0.15,4,0,47.75,2387.5,2,0
COST,M1,1,Buy,-0.2,0.1,5,0,47.75,2387.5,3.52,0
COST,M1,1,Buy,-0.25,-0.5,8,0,47.25,2362.5,2.12,0
COST,M1,1,Buy,-0.1,0.1,4,0,47,2350,5.48,0
COST,M1,1,Buy,-0.3,0.15,4,0,47,2350,1.52,0
COST,M1,1,Buy,-0.15,0.1,5,0,46.5,2325,3.52,0
COST,M1,1,Buy,-0.25,-0.45,7,0,46.25,2312.5,0.48,0
COST,M1,1,Buy,-0.3,0.1,5,0,46.25,2312.5,3.52,0
COST,M1,1,Buy,-0.4,0.1,3,0,45.75,2287.5,8,0
COST,M1,1,Buy,0.1,0.15,4,0,45.5,2275,2,0
COST,M1,1,Buy,-0.25,0.15,4,0,44.5,2225,1.52,0
COST,M1,1,Buy,-0.25,0.1,5,0,44.5,2225,3.52,0
COST,M1,1,Buy,0.5,-0.45,1,0,44.25,2212.5,13.36,1
COST,M1,1,Buy,-0.2,0.15,4,0,44,2200,1.52,0
COST,M1,1,Buy,0.5,-0.5,1,0,43.5,2175,16.36,1
COST,M1,1,Buy,0.45,-0.45,1,0,43.5,2175,13.36,1
COST,M1,1,Buy,0.2,0.15,4,0,43.5,2175,2,0
COST,M1,1,Buy,-0.4,0.15,2,0,43.25,2162.5,2,0
COST,M1,1,Buy,0.45,-0.5,1,0,42.75,2137.5,16.36,1
COST,M1,1,Buy,-0.05,0.05,5,1,42.25,2112.5,0.6,0
COST,M1,1,Buy,0.15,0.25,4,0,42,2100,0.72,0
COST,M1,1,Buy,-0.15,0.15,4,0,42,2100,1.52,0
COST,M1,1,Buy,-0.35,0.2,4,0,42,2100,0.52,0
